Script started on 2024-07-16 10:42:05-04:00 [TERM="xterm-256color" TTY="/dev/pts/7" COLUMNS="96" LINES="44"]
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.4 167940  9316 ?        Ss   01:42   0:11 /sbin/init splash
root        9255  0.0  0.0      0     0 ?        I<   10:33   0:00 [kworker/1:0H-ttm]
root        9388  0.0  0.0      0     0 ?        I<   10:34   0:00 [kworker/0:7H-ttm]
devops      9492  0.3  1.5 1249220 31472 ?       Sl   10:34   0:05 gnome-control-center
root        9638  0.1  1.5 438876 31060 ?        Ssl  10:35   0:03 /usr/libexec/fwupd/fwupd
root       10057  0.1  0.0      0     0 ?        I    10:35   0:01 [kworker/u256:4-events_unboun
devops     10085  0.0  2.7 325660 53888 ?        Sl   10:35   0:00 /snap/firefox/3836/usr/lib/fi
devops     11058  0.0  0.2  11272  5376 pts/4    Ss   10:38   0:00 bash
root       11172  0.2  0.0      0     0 ?        I    10:39   0:03 [kworker/0:1-events]
devops     11252  0.0  0.5  23544 10240 pts/4    T    10:41   0:00 vim ps-log.txt
root       11255  0.0  0.0      0     0 ?        I<   10:41   0:00 [kworker/0:0H-kblockd]
devops     11257  0.0  0.1   8388  2304 pts/4    S+   10:41   0:00 script
devops     11258  0.0  0.2  11272  5376 pts/7    Ss   10:41   0:00 bash -i
root       11291  1.1  0.0      0     0 ?        I    10:43   0:12 [kworker/1:1-events]
root       11346  0.6  0.0      0     0 ?        I    10:46   0:05 [kworker/0:0-events]
root       11351  0.1  0.0      0     0 ?        I    10:48   0:00 [kworker/1:2-events]
root       11356  0.0  0.0      0     0 ?        I    10:50   0:00 [kworker/u256:0-events_unboun
devops     11363  0.0  3.5 2386760 70272 ?       Sl   10:50   0:00 /snap/firefox/3836/usr/lib/fi
devops     11402  0.0  3.5 2386760 70144 ?       Sl   10:55   0:00 /snap/firefox/3836/usr/lib/fi
root       11420  1.2  0.0      0     0 ?        I    10:56   0:03 [kworker/0:2-events]
root       11421  0.4  0.0      0     0 ?        I    10:57   0:01 [kworker/1:0-events]
devops     11443  1.0  2.9 2794244 58464 ?       Sl   11:00   0:01 gjs /usr/share/gnome-shell/ex
root       11479  0.0  0.0      0     0 ?        I<   11:00   0:00 [kworker/1:2H-kblockd]
devops     11498  0.5  3.5 2386772 70400 ?       Sl   11:00   0:00 /snap/firefox/3836/usr/lib/fi
devops     11525  0.4  0.1   8388  2304 pts/7    R+   11:01   0:00 script -a ps-log.txt
devops     11526  0.2  0.2  11272  5376 pts/10   Ss   11:01   0:00 bash -i
devops     11532  0.0  0.1  12672  3328 pts/10   R+   11:01   0:00 ps aux
